10205,444,197,7,0,2320
10205,444,211,8,0,2312
10205,444,224,9,0,2320
10205,444,238,10,0,2312
10205,444,250,11,1,1924
10205,444,264,12,0,2312
10205,444,277,13,0,2320
10205,444,291,14,0,2312
10205,444,304,15,0,2320
10205,444,318,16,0,2312
10205,444,332,17,0,2320
10205,444,344,18,0,2312
10205,444,358,19,0,2320
10205,444,371,20,0,2312
10205,444,385,21,1,1924
10205,444,397,22,0,2312
10205,444,410,23,0,2320
10205,444,424,24,0,2312
10205,444,438,25,0,2320
10205,444,450,26,0,2312
10205,444,464,27,0,2320
10205,444,479,28,0,2312
10205,444,491,29,0,2320
10205,444,505,30,0,2312
10205,444,518,31,1,1924
10205,444,532,32,0,2312
10205,444,544,33,0,2320
10205,444,558,34,0,2312
10205,444,571,35,0,2320
10205,444,583,36,0,2312
10205,444,597,37,0,2320
10205,444,611,38,0,2312
10205,444,624,39,0,2320
10205,444,638,40,0,2312
10205,444,652,41,1,1924
10205,444,664,42,0,2312
10205,444,679,43,0,2320
10205,444,691,44,0,2312
10205,444,705,45,0,2320
10205,444,718,46,0,2312
10205,444,730,47,0,2320
10205,444,744,48,0,2312
10205,444,758,49,0,2320
10205,444,771,50,0,2312
10205,444,785,51,1,1924
10205,444,797,52,0,2312
10205,444,811,53,0,2320
10205,444,824,54,0,2312
10205,444,836,55,0,2320
10205,444,852,56,0,2312
10205,444,865,57,0,2320
10205,444,879,58,0,2312
10205,444,891,59,0,2320
10205,444,905,60,0,2312
10205,444,918,61,1,1924
10205,444,932,62,0,2312
10205,444,996,63,0,2320
10205,444,997,64,0,2312
10205,444,998,65,0,2320
10205,444,999,66,0,2312
10205,444,1000,67,0,2320
10205,444,1011,68,0,2312
10205,444,1025,69,0,2320
10205,444,1036,70,0,2312
10205,444,1050,71,1,1924
10205,444,1063,72,0,2312
10205,444,1079,73,0,2320
10205,444,1091,74,0,2312
10205,444,1105,75,0,2320
10205,444,1119,76,0,2312
10205,444,1132,77,0,2320
10205,444,1146,78,0,2312
10205,444,1158,79,0,2320
10205,444,1172,80,0,2312
10205,444,1185,81,1,1924
10205,444,1197,82,0,2312
10205,444,1211,83,0,2320
10205,444,1224,84,0,2312
10205,444,1238,85,0,2320
10205,444,1252,86,0,2312
10205,444,1266,87,0,2320
10205,444,1279,88,0,2312
10205,444,1293,89,0,2320
10205,444,1304,90,0,2312
10205,444,1319,91,1,1924
10205,444,1332,92,0,2312
10205,444,1346,93,0,2320
10205,444,1358,94,0,2312
10205,444,1372,95,0,2320
10205,444,1385,96,0,2312
10205,444,1399,97,0,2320
10205,444,1411,98,0,2312
10205,444,1424,99,0,2320
10205,444,1438,100,0,2312
10205,444,1452,101,1,1924
10205,444,1466,102,0,2312
10205,444,1479,103,0,2320
10205,444,1493,104,0,2312
10205,444,1505,105,0,2320
10205,444,1519,106,0,2312
10205,444,1532,107,0,2320
10205,444,1546,108,0,2312
10205,444,1558,109,0,2320
10205,444,1572,110,0,2312
10205,444,1586,111,1,1924
10205,444,1599,112,0,2312
10205,444,1611,113,0,2320
10205,444,1625,114,0,2312
10205,444,1639,115,0,2320
10205,444,1652,116,0,2312
10205,444,1666,117,0,2320
10205,444,1679,118,0,2312
10205,444,1693,119,0,2320
10205,444,1704,120,0,2312
10205,444,1719,121,1,1924
10205,444,1732,122,0,2312
10205,444,1746,123,0,2320
10205,444,1760,124,0,2312
10205,444,1772,125,0,2320
10205,444,1786,126,0,2312
10205,444,1799,127,0,2320
10205,444,1813,128,0,2312
10205,444,1825,129,0,2320
10205,444,1838,130,0,2312
10205,444,1852,131,1,1924
10205,444,1866,132,0,2312
10205,444,1879,133,0,2320
10205,444,1893,134,0,2312
10205,444,1907,135,0,2320
10205,444,1919,136,0,2312
10205,444,1933,137,0,2320
10205,444,1946,138,0,2312
10205,444,1960,139,0,2320
10205,444,1972,140,0,2312
10205,444,1986,141,1,1924
10205,444,1999,142,0,2312
10205,444,2013,143,0,2320
10205,444,2025,144,0,2312
10205,444,2038,145,0,2320
10205,444,2050,146,0,2312
10205,444,2066,147,0,2320
10205,444,2079,148,0,2312
10205,444,2093,149,0,2320
10205,444,2107,150,0,2312
10205,444,2119,151,1,1924
10205,444,2133,152,0,2312
10205,444,2146,153,0,2320
10205,444,2160,154,0,2312
10205,444,2172,155,0,2320
10205,444,2186,156,0,2312
10205,444,2199,157,0,2320
10205,444,2213,158,0,2312
10205,444,2227,159,0,2320
10205,444,2239,160,0,2312
10205,444,2254,161,1,1924
10205,444,2266,162,0,2312
10205,444,2279,163,0,2320
10205,444,2291,164,0,2312
10205,444,2307,165,0,2320
10205,444,2319,166,0,2312
10205,444,2333,167,0,2320
10205,444,2346,168,0,2312
10205,444,2360,169,0,2320
